User,Entitlement
alexander.smith@testdomain.com,Approve Loans
craig.wilkins@testdomain.com,Fraud Monitoring
craig.wilkins@testdomain.com,Customer Service Chat
craig.wilkins@testdomain.com,Manage Safe Deposit Boxes
hannah.mccormick@testdomain.com,Loan Underwriting
hannah.mccormick@testdomain.com,Account Closure Management
megan.farmer@testdomain.com,Access Vault
megan.farmer@testdomain.com,Approve Overdrafts
megan.farmer@testdomain.com,Access Internal Reports
megan.farmer@testdomain.com,Approve Loans
megan.farmer@testdomain.com,View Customer Accounts
megan.farmer@testdomain.com,Generate Statements
megan.farmer@testdomain.com,Loan Underwriting
megan.farmer@testdomain.com,Account Closure Management
megan.farmer@testdomain.com,Approve Loans
matthew.greer@testdomain.com,Process Transactions
matthew.greer@testdomain.com,View Customer Accounts
matthew.greer@testdomain.com,Generate Statements
matthew.greer@testdomain.com,Issue Debit Cards
matthew.greer@testdomain.com,Manage Safe Deposit Boxes
matthew.greer@testdomain.com,Customer Service Chat
matthew.greer@testdomain.com,Access Vault
matthew.greer@testdomain.com,Access Internal Reports
matthew.greer@testdomain.com,Approve Overdrafts
paige.jackson@testdomain.com,Approve Loans
paige.jackson@testdomain.com,Access Internal Reports
paige.jackson@testdomain.com,Approve Overdrafts
paige.jackson@testdomain.com,Access Vault
paige.jackson@testdomain.com,Manage Safe Deposit Boxes
paige.jackson@testdomain.com,Fraud Monitoring
paige.jackson@testdomain.com,Customer Service Chat
jordan.holloway@testdomain.com,Loan Underwriting
jordan.holloway@testdomain.com,Account Closure Management
jordan.holloway@testdomain.com,Approve Loans
john.watts@testdomain.com,Manage Safe Deposit Boxes
john.watts@testdomain.com,Customer Service Chat
john.watts@testdomain.com,Fraud Monitoring
john.watts@testdomain.com,Access Vault
john.watts@testdomain.com,Approve Loans
john.watts@testdomain.com,Access Internal Reports
john.watts@testdomain.com,Account Closure Management
john.watts@testdomain.com,Approve Loans
john.watts@testdomain.com,Process Transactions
john.watts@testdomain.com,Generate Statements
john.watts@testdomain.com,View Customer Accounts
kelly.green@testdomain.com,Loan Underwriting
kelly.green@testdomain.com,Account Closure Management
kelly.green@testdomain.com,Approve Loans
kelly.green@testdomain.com,Process Transactions
kelly.green@testdomain.com,Generate Statements
kelly.green@testdomain.com,Approve Loans
kelly.green@testdomain.com,Access Internal Reports
kelly.green@testdomain.com,Access Vault
kelly.green@testdomain.com,Approve Overdrafts
frank.love@testdomain.com,Process Transactions
frank.love@testdomain.com,View Customer Accounts
frank.love@testdomain.com,Generate Statements
frank.love@testdomain.com,Issue Debit Cards
frank.love@testdomain.com,Account Closure Management
frank.love@testdomain.com,Loan Underwriting
frank.love@testdomain.com,Approve Loans
frank.love@testdomain.com,Access Vault
frank.love@testdomain.com,Access Internal Reports
frank.love@testdomain.com,Approve Overdrafts
frank.love@testdomain.com,Approve Loans
frank.love@testdomain.com,Manage Safe Deposit Boxes
frank.love@testdomain.com,Customer Service Chat
frank.love@testdomain.com,Fraud Monitoring
allison.mcdaniel@testdomain.com,Issue Debit Cards
allison.mcdaniel@testdomain.com,View Customer Accounts
allison.mcdaniel@testdomain.com,Manage Safe Deposit Boxes
allison.mcdaniel@testdomain.com,Fraud Monitoring
allison.mcdaniel@testdomain.com,Approve Loans
allison.mcdaniel@testdomain.com,Account Closure Management
allison.mcdaniel@testdomain.com,Access Internal Reports
allison.mcdaniel@testdomain.com,Access Vault
evelyn.henderson@testdomain.com,View Customer Accounts
evelyn.henderson@testdomain.com,Process Transactions
evelyn.henderson@testdomain.com,Generate Statements
evelyn.henderson@testdomain.com,Issue Debit Cards
amber.arnold@testdomain.com,Approve Loans
amber.arnold@testdomain.com,Account Closure Management
amber.arnold@testdomain.com,Access Internal Reports
amber.arnold@testdomain.com,Approve Overdrafts
amber.arnold@testdomain.com,Approve Loans
brandon.douglas@testdomain.com,Fraud Monitoring
brandon.douglas@testdomain.com,Customer Service Chat
brandon.douglas@testdomain.com,Manage Safe Deposit Boxes
brandon.douglas@testdomain.com,Loan Underwriting
brandon.douglas@testdomain.com,Account Closure Management
brandon.douglas@testdomain.com,Approve Loans
brandon.douglas@testdomain.com,Access Vault
brandon.douglas@testdomain.com,Approve Loans
tina.harrison@testdomain.com,Approve Loans
tina.harrison@testdomain.com,Access Vault
tina.harrison@testdomain.com,Account Closure Management
tina.harrison@testdomain.com,Loan Underwriting
cory.boyer@testdomain.com,Approve Loans
cory.boyer@testdomain.com,Account Closure Management
cory.boyer@testdomain.com,Loan Underwriting
cory.boyer@testdomain.com,Issue Debit Cards
cory.boyer@testdomain.com,Process Transactions
cory.boyer@testdomain.com,Generate Statements
cory.boyer@testdomain.com,Approve Loans
cory.boyer@testdomain.com,Access Internal Reports
cory.boyer@testdomain.com,Customer Service Chat
cory.boyer@testdomain.com,Fraud Monitoring
jeremy.oliver@testdomain.com,Account Closure Management
jeremy.oliver@testdomain.com,Loan Underwriting
jeremy.oliver@testdomain.com,Approve Loans
jeremy.oliver@testdomain.com,Approve Overdrafts
jeremy.oliver@testdomain.com,Approve Loans
jeremy.oliver@testdomain.com,Access Vault
jeremy.oliver@testdomain.com,View Customer Accounts
jeremy.oliver@testdomain.com,Generate Statements
jeremy.oliver@testdomain.com,Process Transactions
jeremy.oliver@testdomain.com,Issue Debit Cards
jeffrey.moody@testdomain.com,Access Vault
jeffrey.moody@testdomain.com,Access Internal Reports
jeffrey.moody@testdomain.com,Approve Loans
jeffrey.moody@testdomain.com,Approve Overdrafts
jeffrey.moody@testdomain.com,Account Closure Management
jeffrey.moody@testdomain.com,Loan Underwriting
jeffrey.moody@testdomain.com,Issue Debit Cards
jeffrey.moody@testdomain.com,Generate Statements
jeffrey.moody@testdomain.com,View Customer Accounts
jeffrey.moody@testdomain.com,Process Transactions
jeffrey.moody@testdomain.com,Customer Service Chat
jeffrey.moody@testdomain.com,Fraud Monitoring
jeffrey.moody@testdomain.com,Manage Safe Deposit Boxes
tommy.anderson@testdomain.com,Approve Loans
tommy.anderson@testdomain.com,Loan Underwriting
tommy.anderson@testdomain.com,Approve Loans
tommy.anderson@testdomain.com,Access Vault
tommy.anderson@testdomain.com,Approve Overdrafts
tommy.anderson@testdomain.com,Access Internal Reports
tommy.anderson@testdomain.com,Issue Debit Cards
tommy.anderson@testdomain.com,Generate Statements
tommy.anderson@testdomain.com,Fraud Monitoring
tommy.anderson@testdomain.com,Manage Safe Deposit Boxes
louis.osborn@testdomain.com,Approve Loans
louis.osborn@testdomain.com,Access Vault
louis.osborn@testdomain.com,Approve Overdrafts
louis.osborn@testdomain.com,Access Internal Reports
jose.wyatt@testdomain.com,Manage Safe Deposit Boxes
jose.wyatt@testdomain.com,Fraud Monitoring
jose.wyatt@testdomain.com,Access Internal Reports
jose.wyatt@testdomain.com,Approve Loans
jose.wyatt@testdomain.com,Approve Overdrafts
jose.wyatt@testdomain.com,Access Vault
jose.wyatt@testdomain.com,View Customer Accounts
jose.wyatt@testdomain.com,Generate Statements
jose.wyatt@testdomain.com,Process Transactions
jose.wyatt@testdomain.com,Loan Underwriting
jose.wyatt@testdomain.com,Approve Loans
jose.wyatt@testdomain.com,Account Closure Management
joan.mathis@testdomain.com,Customer Service Chat
joan.mathis@testdomain.com,Manage Safe Deposit Boxes
vanessa.campos@testdomain.com,Approve Overdrafts
vanessa.campos@testdomain.com,Approve Loans
vanessa.campos@testdomain.com,Access Internal Reports
vanessa.campos@testdomain.com,Account Closure Management
vanessa.campos@testdomain.com,Loan Underwriting
vanessa.campos@testdomain.com,Approve Loans
jeffrey.davis@testdomain.com,Customer Service Chat
jeffrey.davis@testdomain.com,Manage Safe Deposit Boxes
jeffrey.davis@testdomain.com,Fraud Monitoring
robert.chapman@testdomain.com,Fraud Monitoring
robert.chapman@testdomain.com,Customer Service Chat
robert.chapman@testdomain.com,Manage Safe Deposit Boxes
robert.chapman@testdomain.com,Approve Loans
robert.chapman@testdomain.com,Approve Overdrafts
robert.chapman@testdomain.com,View Customer Accounts
robert.chapman@testdomain.com,Issue Debit Cards
spencer.manning@testdomain.com,Customer Service Chat
spencer.manning@testdomain.com,Manage Safe Deposit Boxes
spencer.manning@testdomain.com,Fraud Monitoring
spencer.manning@testdomain.com,Account Closure Management
spencer.manning@testdomain.com,Approve Loans
spencer.manning@testdomain.com,Approve Overdrafts
spencer.manning@testdomain.com,Approve Loans
spencer.manning@testdomain.com,Access Internal Reports
benjamin.taylor@testdomain.com,Process Transactions
benjamin.taylor@testdomain.com,Issue Debit Cards
benjamin.taylor@testdomain.com,Generate Statements
benjamin.taylor@testdomain.com,View Customer Accounts
benjamin.taylor@testdomain.com,Manage Safe Deposit Boxes
benjamin.taylor@testdomain.com,Fraud Monitoring
benjamin.taylor@testdomain.com,Approve Loans
benjamin.taylor@testdomain.com,Account Closure Management
benjamin.taylor@testdomain.com,Loan Underwriting
michele.harris@testdomain.com,Loan Underwriting
michele.harris@testdomain.com,Account Closure Management
michele.harris@testdomain.com,Approve Loans
michele.harris@testdomain.com,Access Vault
michele.harris@testdomain.com,Approve Overdrafts
michele.harris@testdomain.com,Access Internal Reports
vanessa.rivera@testdomain.com,Approve Loans
vanessa.rivera@testdomain.com,Approve Overdrafts
vanessa.rivera@testdomain.com,Account Closure Management
vanessa.rivera@testdomain.com,Loan Underwriting
vanessa.rivera@testdomain.com,View Customer Accounts
vanessa.rivera@testdomain.com,Generate Statements
vanessa.rivera@testdomain.com,Fraud Monitoring
vanessa.rivera@testdomain.com,Customer Service Chat
jonathan.woodward@testdomain.com,Process Transactions
jonathan.woodward@testdomain.com,Generate Statements
jonathan.woodward@testdomain.com,Approve Loans
jonathan.woodward@testdomain.com,Access Vault
jonathan.woodward@testdomain.com,Access Internal Reports
taylor.thornton@testdomain.com,Issue Debit Cards
taylor.thornton@testdomain.com,Generate Statements
taylor.thornton@testdomain.com,Process Transactions
taylor.thornton@testdomain.com,View Customer Accounts
kevin.sanchez@testdomain.com,Approve Loans
kevin.sanchez@testdomain.com,Loan Underwriting
kevin.sanchez@testdomain.com,Manage Safe Deposit Boxes
kevin.sanchez@testdomain.com,Customer Service Chat
kevin.sanchez@testdomain.com,Fraud Monitoring
kevin.sanchez@testdomain.com,Access Vault
kevin.sanchez@testdomain.com,Access Internal Reports
kevin.young@testdomain.com,Approve Loans
kevin.young@testdomain.com,Account Closure Management
kevin.young@testdomain.com,Access Internal Reports
kevin.young@testdomain.com,Approve Overdrafts
kevin.young@testdomain.com,Approve Loans
kevin.young@testdomain.com,Access Vault
kevin.young@testdomain.com,View Customer Accounts
kevin.young@testdomain.com,Process Transactions
kevin.young@testdomain.com,Issue Debit Cards
kevin.young@testdomain.com,Customer Service Chat
kevin.young@testdomain.com,Fraud Monitoring
jessica.jimenez@testdomain.com,Approve Overdrafts
jessica.jimenez@testdomain.com,Access Internal Reports
jessica.jimenez@testdomain.com,Generate Statements
jessica.jimenez@testdomain.com,View Customer Accounts
jessica.jimenez@testdomain.com,Customer Service Chat
jessica.jimenez@testdomain.com,Manage Safe Deposit Boxes
jessica.jimenez@testdomain.com,Fraud Monitoring
gary.adams@testdomain.com,Access Internal Reports
gary.adams@testdomain.com,Approve Loans
gary.adams@testdomain.com,View Customer Accounts
gary.adams@testdomain.com,Issue Debit Cards
gary.adams@testdomain.com,Approve Loans
gary.adams@testdomain.com,Loan Underwriting
gary.adams@testdomain.com,Account Closure Management
gary.adams@testdomain.com,Fraud Monitoring
gary.adams@testdomain.com,Manage Safe Deposit Boxes
gary.adams@testdomain.com,Customer Service Chat
randall.harris@testdomain.com,Account Closure Management
randall.harris@testdomain.com,Approve Loans
randall.harris@testdomain.com,Manage Safe Deposit Boxes
randall.harris@testdomain.com,Fraud Monitoring
randall.harris@testdomain.com,Generate Statements
randall.harris@testdomain.com,View Customer Accounts
randall.harris@testdomain.com,Issue Debit Cards
randall.harris@testdomain.com,Process Transactions
randall.harris@testdomain.com,Approve Loans
randall.harris@testdomain.com,Access Internal Reports
randall.harris@testdomain.com,Approve Overdrafts
randall.harris@testdomain.com,Access Vault
whitney.cook@testdomain.com,Approve Loans
whitney.cook@testdomain.com,Loan Underwriting
whitney.cook@testdomain.com,Manage Safe Deposit Boxes
whitney.cook@testdomain.com,Customer Service Chat
whitney.cook@testdomain.com,Fraud Monitoring
whitney.cook@testdomain.com,Process Transactions
whitney.cook@testdomain.com,Issue Debit Cards
whitney.cook@testdomain.com,View Customer Accounts
whitney.cook@testdomain.com,Generate Statements
whitney.cook@testdomain.com,Access Vault
whitney.cook@testdomain.com,Approve Overdrafts
ryan.solis@testdomain.com,Approve Loans
ryan.solis@testdomain.com,Account Closure Management
ryan.solis@testdomain.com,Approve Overdrafts
ryan.solis@testdomain.com,Access Internal Reports
henry.palmer@testdomain.com,Loan Underwriting
henry.palmer@testdomain.com,Account Closure Management
henry.palmer@testdomain.com,Approve Loans
henry.palmer@testdomain.com,View Customer Accounts
henry.palmer@testdomain.com,Generate Statements
henry.palmer@testdomain.com,Issue Debit Cards
henry.palmer@testdomain.com,Access Internal Reports
henry.palmer@testdomain.com,Approve Overdrafts
henry.palmer@testdomain.com,Access Vault
danielle.kim@testdomain.com,Approve Loans
danielle.kim@testdomain.com,Approve Overdrafts
danielle.kim@testdomain.com,Access Internal Reports
danielle.kim@testdomain.com,Access Vault
danielle.kim@testdomain.com,Generate Statements
danielle.kim@testdomain.com,Issue Debit Cards
danielle.kim@testdomain.com,View Customer Accounts
ricardo.jackson@testdomain.com,Access Internal Reports
ricardo.jackson@testdomain.com,Access Vault
ricardo.jackson@testdomain.com,Approve Loans
andrea.fuller@testdomain.com,Loan Underwriting
andrea.fuller@testdomain.com,Approve Loans
andrea.fuller@testdomain.com,Account Closure Management
andrea.fuller@testdomain.com,Fraud Monitoring
andrea.fuller@testdomain.com,Manage Safe Deposit Boxes
andrea.fuller@testdomain.com,Customer Service Chat
patrick.salas@testdomain.com,Customer Service Chat
patrick.salas@testdomain.com,Fraud Monitoring
patrick.salas@testdomain.com,Process Transactions
patrick.salas@testdomain.com,Issue Debit Cards
patrick.salas@testdomain.com,Generate Statements
patrick.salas@testdomain.com,View Customer Accounts
joshua.boyd@testdomain.com,Approve Loans
joshua.boyd@testdomain.com,Loan Underwriting
joshua.boyd@testdomain.com,Manage Safe Deposit Boxes
joshua.boyd@testdomain.com,Customer Service Chat
joshua.boyd@testdomain.com,Issue Debit Cards
joshua.boyd@testdomain.com,Process Transactions
joshua.boyd@testdomain.com,Access Internal Reports
joshua.boyd@testdomain.com,Approve Overdrafts
joshua.boyd@testdomain.com,Access Vault
kelly.kelley@testdomain.com,View Customer Accounts
kelly.kelley@testdomain.com,Generate Statements
kelly.kelley@testdomain.com,Process Transactions
kelly.kelley@testdomain.com,Issue Debit Cards
kelly.kelley@testdomain.com,Loan Underwriting
kelly.kelley@testdomain.com,Account Closure Management
kelly.kelley@testdomain.com,Fraud Monitoring
kelly.kelley@testdomain.com,Customer Service Chat
kelly.kelley@testdomain.com,Manage Safe Deposit Boxes
